StateCo,StateAb,DivName,DivId,DivCo,PPName,Status,PremisesName,Address1,Address2,Address3,Locality,AddrStateAb,Postcode,PPId,AdvBoothLocation,AdvGateAccess,EntrancesDesc,Lat,Long,CCD,WheelchairAccess,OrdVoteEst,DecVoteEst,NoOrdIssuingOff,NoOfDecIssuingOff
3,VIC,Goldstein,214,16,Landcox,Current,Gardenvale Primary School,46 Landcox St, ,,BRIGHTON EAST,VIC,3187,3873,,,Entrance to polling place: Main door to Hall. Entrance to school grounds: via gates on Landcox St and Charles St.,-37.9026,145.015,2271401,None,1823,183,4,2
3,VIC,Goldstein,214,16,Ludstone,Current,Scout Hall 2nd Hampton,cnr Ludstone & Kingston Sts, ,,HAMPTON,VIC,3188,3874,,,Entrance to polling place: via Ludstone St.,-37.9338,145.013,2272909,Assisted,2443,156,5,2
3,VIC,Goldstein,214,16,McKinnon,Current,McKinnon Public Hall,118 McKinnon Rd, ,,MCKINNON,VIC,3204,3902,,,Entrance to polling place: via McKinnon Road.,-37.9109,145.036,2272602,Full,2230,166,5,2
3,VIC,Goldstein,214,16,McKinnon East,Current,McKinnon Secondary College,McKinnon Rd, ,,MCKINNON,VIC,3204,3912,,,Entrance to school grounds: via main gate entrance on McKinnon Rd.,-37.9121,145.048,2272109,Assisted,1941,389,4,4
3,VIC,Goldstein,214,16,Melbourne (Goldstein),Current,Melbourne City Town Hall,90-130 Swanston St, ,,MELBOURNE,VIC,3000,31977,,Swanston St,Swanston Street entrance,-37.8148203,144.9667679,2291004,Assisted,81,0,0,0
3,VIC,Goldstein,214,16,Middle Brighton,Current,St Andrew's Church Hall,cnr Church & St Andrews Sts, ,,BRIGHTON,VIC,3186,3875,,,Entrance to polling place:  St Andrews St.  Church St and New St.,-37.9124,144.993,2271504,Assisted,2622,293,6,3
3,VIC,Goldstein,214,16,Moorabbin South (Goldstein),Appointment,Tucker Road Moorabbin Primary School,Tucker Rd, ,,BENTLEIGH EAST,VIC,3165,64688,,,Entry to school grounds via pedestrian access in Tucker Rd and Valerie St. Access to parking area from Tucker Rd Polling held in school hall on Tucker Rd side of premises.,-37.9332,145.049,2272804,Assisted,339,0,1,0
3,VIC,Goldstein,214,16,Moorabbin West,Abolition,Berendale School,cnr Seafoam & Berend Sts, ,,HAMPTON EAST,VIC,3188,3877,,,,,,0,,0,0,0,0
3,VIC,Goldstein,214,16,Ormond,Abolition,Katandra School,2 Walsh St, ,,ORMOND,VIC,3204,3911,,,,,,0,,0,0,0,0
3,VIC,Goldstein,214,16,Ormond (Goldstein),Appointment,Katandra School,2 Walsh St, ,,ORMOND,VIC,3204,3911,,,Entrance to school grounds: via main gate on Walsh Street leading to the play ground.,-37.902,145.041,2270905,Assisted,747,124,2,2
3,VIC,Goldstein,214,16,Ormond West,Current,Ormond Primary School,cnr Wheatley & Murray Rds, ,,ORMOND,VIC,3204,3913,,Murray Rd,Entrance to school grounds: via gate in Murray Road.,-37.9069,145.035,2272104,Assisted,2105,148,5,2
3,VIC,Goldstein,214,16,Sandringham,Current,Sandringham Masonic Hall,23 Abbott St, ,,SANDRINGHAM,VIC,3191,3881,,,Entrance to polling place: via Abbott St,-37.9485,145.003,2272201,None,1976,131,4,2
3,VIC,Goldstein,214,16,Sandringham North,Current,Sandringham Primary School,Bamfield St,,,SANDRINGHAM,VIC,3191,3882,,,Entrance to polling place: via main door to gym. Entrance to school: via gate on Bamfield Street.,-37.9472,145.01,2272202,Assisted,1490,78,3,1
3,VIC,Gorton,309,17,Albanvale,Current,Albanvale Primary School,Dover St, ,,ALBANVALE,VIC,3021,3345,,,Entry via Dover Street.,-37.7448,144.775,2131302,Assisted,2471,353,5,4
3,VIC,Gorton,309,17,Albion (Gorton),Abolition,,,,,,,,36401,,,,,,0,,0,0,0,0
3,VIC,Gorton,309,17,Ardeer,Abolition,,,,,,,,4239,,,,,,0,,0,0,0,0
3,VIC,Gorton,309,17,Ardeer East,Abolition,,,,,,,,31755,,,,,,0,,0,0,0,0
3,VIC,Gorton,309,17,Ardeer South,Abolition,,,,,,,,4240,,,,,,0,,0,0,0,0
3,VIC,Gorton,309,17,Brookfield,Appointment,Melton Christian College,152-156 Brooklyn Rd,,,BROOKFIELD,VIC,3338,64674,,,Brooklyn Road,-37.701012,144.560364,2120109,Assisted,1745,301,4,3
3,VIC,Gorton,309,17,Brookside,Current,Brookside College,Federation Way,,,CAROLINE SPRINGS,VIC,3023,34094,,,Entrance to school grounds: Federation Way Entrance to polling place: Hall entrance,-37.7463,144.736,2121222,Assisted,6397,527,13,6
3,VIC,Gorton,309,17,Cairnlea,Current,Cairnlea Park Primary School,Carmody Dr,,,CAIRNLEA,VIC,3023,46536,,,Entry from gate on Carmody Drive at the school crossing. On street parking only available.,-37.7581,144.788,2131622,Assisted,3435,643,7,6
3,VIC,Gorton,309,17,Caroline Springs,Current,Caroline Springs Catholic Regional College,10-28 College St,,,CAROLINE SPRINGS,VIC,3023,47831,,,College Street,-37.73002,144.73925,2121247,Assisted,2185,225,5,3
3,VIC,Gorton,309,17,Coburn,Appointment,Coburn Primary School,Richard Rd, ,,MELTON SOUTH,VIC,3338,4251,,,One entrance via Richard Rd.,-37.695,144.573,2120307,Assisted,1778,248,4,3
3,VIC,Gorton,309,17,Creekside,Current,Creekside K-9 College,The Crossing,,,CAROLINE SPRINGS,VIC,3023,46552,,,Entry to school grounds:The Crossing Polling in the Performing Arts and Recreation Area,-37.7343,144.738,2121247,Assisted,2645,239,6,3
3,VIC,Gorton,309,17,Deer Park,Current,Victoria University Secondary College Deer Park Campus,Billingham Rd, ,,DEER PARK,VIC,3023,4242,Community Activity Centre,Phyllis Pde,Entrance to grounds: Billingham Rd or Phyllis Pde. Entrance to polling place: Gym,-37.7591,144.766,2131307,Assisted,2828,280,6,3
3,VIC,Gorton,309,17,Deer Park Central,Current,Deer Park North Primary School,Mawson Ave, ,,DEER PARK,VIC,3023,4243,,Gould St,Entry via Gould Street into grounds. Voting in General Purpose Room.,-37.7563,144.775,2131201,Assisted,1461,185,3,2
3,VIC,Gorton,309,17,Deer Park West,Current,Deer Park West Primary School,Quinn St, ,,DEER PARK,VIC,3023,4244,,Hogan Street,Entry to school grounds via Hogan St Polling in General Purpose Room,-37.772,144.765,2131210,Assisted,2597,236,6,3
3,VIC,Gorton,309,17,Delahey,Current,Mackellar Primary School,29-35 Goldsmith Ave, ,,DELAHEY,VIC,3038,31046,,,Entrance to school grounds: Goldsmith Ave Entrance to polling place: Gym entrance,-37.7177,144.777,2130723,Assisted,3294,319,7,3
3,VIC,Gorton,309,17,Delahey West,Current,Copperfield College Delahey Campus,Goldsmith Ave,,,DELAHEY,VIC,3038,47830,,,Entrance to grounds: Goldsmith Ave Entrance to polling place: VCE Centre,-37.71947,144.77169,2130725,Assisted,571,156,2,2
3,VIC,Gorton,309,17,Derrimut,Current,Derrimut Primary School,cnr Stirling Dr & Lennon Pde,,,DERRIMUT,VIC,3030,47825,,,Stirling Drive,-37.78835,144.76247,2131117,Assisted,2199,335,5,4
3,VIC,Gorton,309,17,Diggers Rest,Appointment,Diggers Rest Primary School,Plumpton Rd, ,,DIGGERS REST,VIC,3427,3352,,,Two entrances via Plumpton Road.,-37.6236,144.708,2121201,Assisted,989,262,2,3
3,VIC,Gorton,309,17,Exford,Appointment,Exford Primary School,RSD Exford Rd, ,,EXFORD,VIC,3338,4245,Gallery,,Main entrance on Exford Road.,-37.744,144.557,2120411,Assisted,617,83,2,1
3,VIC,Gorton,309,17,Glengala,Abolition,,,,,,,,32904,,,,,,0,,0,0,0,0
3,VIC,Gorton,309,17,Glengala South,Abolition,,,,,,,,3354,,,,,,0,,0,0,0,0
3,VIC,Gorton,309,17,Hillside,Current,Sydenham-Hillside Primary School(Hillside Campus),Wattle Valley Dr,,,HILLSIDE,VIC,3037,36400,,,Entrance to school grounds: Wattle Valley Dr Entrance to polling place: Gym entrance,-37.6862,144.736,2121213,Assisted,3270,253,7,3
3,VIC,Gorton,309,17,Keilor,Abolition,,,,,,,,3356,,,,,,0,,0,0,0,0
3,VIC,Gorton,309,17,Keilor Downs,Abolition,,,,,,,,3357,,,,,,0,,0,0,0,0
3,VIC,Gorton,309,17,Kings Park,Current,Copperfield College,cnr Gillespie Rd & Kambalda Crct, ,,KINGS PARK,VIC,3021,3359,,Kambalda Crct,Access to school grounds from: Kambalada Crct Entrance to polling place: Gymnasium,-37.7329,144.772,2130312,Assisted,2589,511,6,5
3,VIC,Gorton,309,17,Kurunjang,Appointment,Kurunjang Secondary College,Kurunjang Dr, ,,MELTON,VIC,3337,4246,,Palmerston St,Entrance via Palmerston Street,-37.6727,144.586,2120123,Assisted,2614,323,6,3
3,VIC,Gorton,309,17,Melbourne (Gorton),Current,Melbourne City Town Hall,90-130 Swanston St, ,,MELBOURNE,VIC,3000,32035,,Swanston St,Swanston Street entrance,-37.8148203,144.9667679,2291004,Assisted,47,7,0,0
3,VIC,Gorton,309,17,Melton,Appointment,Melton Primary School,Unitt St, ,,MELTON,VIC,3337,4250,,Church St & Raleigh Rd,"Three entrances, entrances via Raleighs Rd, Church st and main entrance via Unitt St",-37.681,144.587,2120302,Assisted,2625,237,6,3
3,VIC,Gorton,309,17,Melton Central,Appointment,Melton Senior Citizens Centre,1 McKenzie St,,,MELTON,VIC,3337,8896,,,,-37.6842833,144.5870656,2120310,Assisted,1666,270,4,3
3,VIC,Gorton,309,17,Melton Park,Appointment,Wedge Park Primary School,Cambrian Way, ,,WESTMELTON,VIC,3337,65217,,,Main entrance via Cambrain Way. Total of four entrances on this street.  No other entrances.,-37.6764,144.555,2120203,Assisted,2401,300,5,3
3,VIC,Gorton,309,17,Melton South,Appointment,Melton South Primary School,Exford Rd, ,,MELTON SOUTH,VIC,3338,4252,,Morsehead St,One entrance via Morsehead St.,-37.7086,144.574,2120410,Full,2448,301,5,3
3,VIC,Gorton,309,17,Monmia,Abolition,,,,,,,,31048,,,,,,0,,0,0,0,0
3,VIC,Gorton,309,17,Movelle,Current,Movelle Primary School,Gum Rd,,,KINGS PARK,VIC,3021,46563,,,Gum Road car park entry.,-37.7378,144.776,2130307,Assisted,1111,245,3,3
3,VIC,Gorton,309,17,Parkwood Green,Current,Parkwood Green Primary School,cnr Community Hub & Gourlay Rd,,,HILLSIDE,VIC,3037,46557,,Community Hub,Entry from Community Hub car park,-37.6988,144.743,2121215,Assisted,2758,313,6,3
3,VIC,Gorton,309,17,Rockbank,Appointment,Rockbank Primary School,97-105 Westcott Pde,,,ROCKBANK,VIC,3335,4255,,Car Park,Entrance off car park next to Ian Cowie Reserve.,-37.7242,144.636,2120403,Assisted,788,134,2,2
3,VIC,Gorton,309,17,Springside,Current,Caroline Springs College - Springside,Hume Dr,,,CAROLINE SPRINGS,VIC,3023,47827,,,Entrance to school grounds: Hume Dr Entrance to polling place: Gym,-37.71031,144.73998,2121245,Assisted,1708,158,4,2
3,VIC,Gorton,309,17,St Albans South,Abolition,,,,,,,,3363,,,,,,0,,0,0,0,0
3,VIC,Gorton,309,17,St Albans West,Abolition,,,,,,,,3365,,,,,,0,,0,0,0,0
3,VIC,Gorton,309,17,St Albans West (Gorton),Appointment,Victoria University Secondary College,Jamieson St, ,,ST ALBANS,VIC,3021,64645,Recreation Centre,Moffat Street,Moffat St - 1 gate open,-37.7411,144.786,2130402,Full,309,0,1,0
3,VIC,Gorton,309,17,Stevensville,Abolition,,,,,,,,3366,,,,,,0,,0,0,0,0
3,VIC,Gorton,309,17,Sydenham,Abolition,,,,,,,,3369,,,,,,0,,0,0,0,0
3,VIC,Gorton,309,17,Sydenham Central,Abolition,,,,,,,,46561,,,,,,0,,0,0,0,0
3,VIC,Gorton,309,17,Sydenham Central (Gorton),Appointment,Sydenham Catholic Regional College,380 Sydenham Rd,,,SYDENHAM,VIC,3038,63745,Hall,Sydenham Road,Entrance to grounds: Sydenham Rd Entrance to polling place: Gym,-37.7011,144.774,2130718,Full,323,0,1,0
3,VIC,Gorton,309,17,Sydenham East,Abolition,,,,,,,,33281,,,,,,0,,0,0,0,0
3,VIC,Gorton,309,17,Sydenham West,Abolition,,,,,,,,47832,,,,,,0,,0,0,0,0
3,VIC,Gorton,309,17,Sydenham West (Gorton),Appointment,Copperfield College Sydenham Campus,Community Hub,,,SYDENHAM,VIC,3038,63747,,,Entrance to grounds: Community Hub Entrance to polling place: Gym,-37.70209,144.75895,2130712,Full,2078,0,5,0
3,VIC,Gorton,309,17,Taylors Hill,Current,Taylors Hill Primary School,40-50 Loddon Dr,,,TAYLORS HILL,VIC,3037,47826,,Park Lane,Entry via Park La,-37.71655,144.7595,2121258,Assisted,2540,217,6,2
3,VIC,Gorton,309,17,Taylors Lakes,Abolition,,,,,,,,8907,,,,,,0,,0,0,0,0
3,VIC,Gorton,309,17,Taylors Lakes Central,Abolition,,,,,,,,47828,,,,,,0,,0,0,0,0
3,VIC,Gorton,309,17,Taylors Lakes North,Abolition,,,,,,,,33282,,,,,,0,,0,0,0,0
3,VIC,Gorton,309,17,Toolern Vale,Appointment,Toolern Vale & District Primary School,361 Creamery Rd,,,TOOLERN VALE,VIC,3337,3334,,,One entrance into school via Creamery Rd,-37.6052,144.594,2121202,Assisted,437,36,1,1
3,VIC,Gorton,309,17,Westlake,Appointment,Catholic Regional College - Melton,109-141 Bulmans Rd,,,MELTON WEST,VIC,3337,8897,R Block,Gate 1,,-37.6744339,144.5516525,2120117,Full,1612,206,4,2
3,VIC,Gorton,309,17,Westmelton,Appointment,Melton West Primary School,Westmelton Dr, ,,MELTON WEST,VIC,3337,4263,,,One entrance via Westmelton Drive.,-37.677,144.568,2120206,None,2174,420,5,4
3,VIC,Higgins,215,18,Alamein,Current,Craig Family Centre,7 Samarinda Ave, ,,ASHBURTON,VIC,3147,3415,,Samarinda Ave,Gate at front of Family Centre,-37.8656,145.085,2351312,Assisted,916,86,2,1
3,VIC,Higgins,215,18,Armadale,Current,Armadale Primary School,Densham Rd, ,,ARMADALE,VIC,3143,3917,,,Gate at Northcote St,-37.8523,145.018,2261107,Assisted,1738,180,4,2
3,VIC,Higgins,215,18,Ashburton,Current,Ashburton Primary School,Fakenham Rd, ,,ASHBURTON,VIC,3147,3416,,,Gate at Fakenham Rd,-37.8623,145.084,2351302,Assisted,2081,282,5,3
3,VIC,Higgins,215,18,Burwood,Current,Alfred Road Pre School,48a Alfred Rd, ,,GLEN IRIS,VIC,3146,3425,,,Gate at Alfred Rd,-37.8542,145.089,2351410,Assisted,1065,113,3,2
3,VIC,Higgins,215,18,Burwood West,Current,Melbourne Chinese Christian Church,29 Summerhill Rd, ,,GLEN IRIS,VIC,3146,3919,,,Gate in Maverston St,-37.8514,145.077,2352507,Assisted,1476,120,3,2
3,VIC,Higgins,215,18,Camberwell,Abolition,,,,,,,,3920,,,,,,0,,0,0,0,0
3,VIC,Higgins,215,18,Camberwell Middle,Abolition,,,,,,,,3921,,,,,,0,,0,0,0,0
3,VIC,Higgins,215,18,Camberwell South,Abolition,Camberwell South Primary School,Peate Ave, ,,GLEN IRIS,VIC,3146,3922,,,,,,0,,0,0,0,0
3,VIC,Higgins,215,18,Camberwell South (Higgins),Appointment,Camberwell South Primary School,Peate Ave, ,,GLEN IRIS,VIC,3146,3922,,,Gate at front of school in Peate Avenue,-37.8483,145.062,2352601,Full,1214,155,3,2
3,VIC,Higgins,215,18,Carnegie,Appointment,Carnegie Primary School,cnr Truganini Rd & Graceburn Ave, ,,CARNEGIE,VIC,3163,3889,,,"Entrance to school grounds: Via gates - two in Truganini Rd, two in Graceburn Ave.",-37.8907,145.054,2271007,Assisted,1410,638,3,6
3,VIC,Higgins,215,18,Carnegie East (Higgins),Appointment,St Peter's Hall,371 Neerim Rd, ,,CARNEGIE,VIC,3163,3890,hall,Neerim Rd,enter from Neerim Rd,-37.889931,145.062454,2271107,Assisted,1448,367,3,4
3,VIC,Higgins,215,18,Carnegie North,Current,First Malvern Scout Hall,"Cooinda Pl, Belgrave Rd",,,MALVERN EAST,VIC,3145,3891,,,"Main door of Scout Hall, Cooinda Place, Belgrave Road",-37.8801,145.067,2260503,Assisted,1504,98,4,1
3,VIC,Higgins,215,18,Carnegie Upper,Current,St Anthonys School,cnr Neerim & Grange Rds,,,GLENHUNTLY,VIC,3163,31769,,,enter from Neerim Rd off the corner of Grange Rd,-37.88703,145.04702,2271001,Assisted,797,708,2,7
3,VIC,Higgins,215,18,Chadstone,Current,Malvern Valley Primary School,Abbotsford Ave, ,,MALVERN EAST,VIC,3145,3893,,,entrance from Abbotsford Ave entrance from Quentin Rd,-37.8806,145.081,2260507,Assisted,1885,233,4,3
3,VIC,Higgins,215,18,Darling,Current,Sacre Coeur Girls School,172 Burke Rd, ,,GLEN IRIS,VIC,3146,3930,,,Main entrance on Burke Rd,-37.8617,145.051,2261808,None,1665,155,4,2
3,VIC,Higgins,215,18,Ferndale,Current,First Glen Iris Scout Hall,Ferndale Park,Glen Iris Rd,,GLEN IRIS,VIC,3146,3931,,,"Carpark, Ferndale Park,driveway from Glen Iris Road",-37.8535,145.068,2352703,None,858,140,2,2
3,VIC,Higgins,215,18,Gardiner,Current,Gardiner Church of Christ,1542 Malvern Rd,,,GLEN IRIS,VIC,3146,3932,,,Front door to Church Hall at rear of car park from Malvern Road,-37.8544,145.051,2261811,Assisted,1634,233,4,3
3,VIC,Higgins,215,18,Glen Iris,Current,Glen Iris Road Uniting Church,Glen Iris Rd, ,,GLEN IRIS,VIC,3146,3933,,,Driveway/Footpath/Ramp off Gen Iris Rd,-37.8605,145.065,2352709,Assisted,2352,266,5,3
3,VIC,Higgins,215,18,Glen Iris South,Current,Solway Primary School,Winton Rd, ,,ASHBURTON,VIC,3147,3934,,,Gate entrance in Taylor Street,-37.873,145.073,2351309,Full,1682,91,4,1
3,VIC,Higgins,215,18,Glenhuntly East (Higgins),Appointment,Glenhuntly Primary School,cnr Grange Rd & Garden Ave, ,,CARNEGIE,VIC,3163,63761,,,enter from Grange Rd,-37.893384,145.046075,2271010,Assisted,1136,210,3,2
3,VIC,Higgins,215,18,Hawksburn,Current,Toorak-South Yarra Library,340 Toorak Rd, ,,SOUTH YARRA,VIC,3141,4667,,,Enter Library front door Stairs to downstairs meeting room Lift for disabled voters,-37.8401,144.999,2260910,Assisted,3167,879,7,8
3,VIC,Higgins,215,18,Hawksburn Central,Current,South Yarra Community Baptist Church,12 Surrey Rd, ,,SOUTH YARRA,VIC,3141,4668,,,Side door adjacent to carpark off Surrey Rd Adjacent to main door is separate entry for wheelchair access,-37.8463,144.998,2260906,Assisted,1277,236,3,3
3,VIC,Higgins,215,18,Hughesdale North,Current,Oakleigh Grammar School,77-81 Willesden Rd, ,,HUGHESDALE,VIC,3166,31972,,,Side gate in Clapham Rd Double Doors for main entry Separate gate/pathway for disabled/wheel chair access is also available on Clapha m Rd,-37.8963,145.083,2252110,Assisted,657,128,2,2
3,VIC,Higgins,215,18,Kooyong Park,Current,St Georges Anglican Church Hall,296 Glenferrie Rd,,,MALVERN,VIC,3144,3938,,,,-37.855273,145.030314,2260302,Full,648,205,2,2
3,VIC,Higgins,215,18,Malvern,Current,Malvern Central School,Spring Rd, ,,MALVERN,VIC,3144,3939,,,Gymnasium in senior school section. Enter from Spring Road.,-37.8556,145.035,2260302,Assisted,3128,308,7,3
3,VIC,Higgins,215,18,Malvern Central,Current,Presbyterian Church Hall,161 Wattletree Rd, ,,MALVERN,VIC,3144,3940,,,Gate from Wattletree Rd leads to the ent ry foyer and hall,-37.8626,145.031,2260101,Assisted,1606,329,4,3
3,VIC,Higgins,215,18,Malvern East,Current,Malvern East Primary School,Lloyd St, ,,MALVERN EAST,VIC,3145,3903,,,Gate on Summerhill Avenue (major entry) smaller gate on Rothesay Ave,-37.8721,145.055,2261902,Assisted,3343,180,7,2
3,VIC,Higgins,215,18,Malvern Lower,Current,Lauriston Girls School,38 Huntingtower Rd, ,,ARMADALE,VIC,3143,3941,,,Gate in Huntingtower Road,-37.8532,145.025,2260201,Assisted,1553,194,4,2
3,VIC,Higgins,215,18,Malvern South,Current,Malvern Primary School,17 Tooronga Rd, ,,MALVERN EAST,VIC,3145,3942,,,Gate from Tooronga Rd leading to infant multi-purpose area,-37.8708,145.039,2260107,Assisted,2730,251,6,3
3,VIC,Higgins,215,18,Malvern West,Current,Malvern Memorial Kindergarten,15 Orchard St, ,,ARMADALE,VIC,3143,3943,,,Front gate to Kindergarten in Orchard Street,-37.8571,145.023,2260206,Assisted,1033,128,3,2
3,VIC,Higgins,215,18,Melbourne (Higgins),Current,Melbourne City Town Hall,90-130 Swanston St, ,,MELBOURNE,VIC,3000,32004,,Swanston St,Swanston Street entrance,-37.8148203,144.9667679,2291004,Assisted,153,2,0,0
3,VIC,Higgins,215,18,Melbourne South (Higgins),Appointment,South Yarra Primary School,cnr Punt Rd & Pasley St North, ,,SOUTH YARRA,VIC,3141,65687,,Pasley St N entry gate,"Entrance from Pasley St, North Gate",-37.84151,144.98586,2291212,Assisted,509,0,2,0
3,VIC,Higgins,215,18,Murrumbeena,Current,Murrumbeena Primary School,Hobart Rd, ,,MURRUMBEENA,VIC,3163,3904,,,Gate at Hobart Rd Smaller entry from Weeroona Rd,-37.8852,145.07,2271109,Assisted,1740,219,4,2
3,VIC,Higgins,215,18,Murrumbeena South (Higgins),Appointment,St Patrick's,6 Dalny Rd, ,,MURRUMBEENA,VIC,3163,63782,,,Entry from Dalny Road. Polling conducted in Parish Centre Hall,-37.9021,145.065,2271308,Assisted,1034,0,3,0
3,VIC,Higgins,215,18,Oakleigh (Higgins),Current,Oakleigh Primary School,cnr Warrigal Rd & Logie St, ,,OAKLEIGH,VIC,3166,34017,,,Entrance to polling place: Door to perfo rming arts centre. Entrance to grounds: Gates on Logie St.,-37.8947852,145.0882414,2252107,Assisted,290,16,1,0
3,VIC,Higgins,215,18,Ormond (Higgins),Appointment,Katandra School,2 Walsh St, ,,ORMOND,VIC,3204,63763,,,Entrance to school grounds: via main gate on Walsh Street leading to the play ground.,-37.902,145.041,2270905,Assisted,686,0,2,0
3,VIC,Higgins,215,18,Orrong,Current,Our Lady of Lourdes Primary School,7 Wynnstay St, ,,PRAHRAN,VIC,3181,3944,,,Main gate in Wynnstay Rd,-37.8524,145.01,2261001,Assisted,1691,200,4,2
3,VIC,Higgins,215,18,Prahran,Current,Grattan Gardens Community Centre,40 Grattan St,,,PRAHRAN,VIC,3181,4673,,,Entry in Grattan Gardens-off Grattan St,-37.846532,144.991515,2261601,Assisted,1531,626,4,6
3,VIC,Higgins,215,18,Prahran East,Current,Prahran RSL Memorial Hall,301 High St, ,,PRAHRAN,VIC,3181,4674,,,Front door at 301 High Street,-37.8524,144.998,2261410,Assisted,2464,682,5,7
3,VIC,Higgins,215,18,South Yarra,Current,Renown Kindergarten,20 Cliff St, ,,SOUTH YARRA,VIC,3141,4688,,,Gate from Cliff St,-37.8437,144.993,2260806,Assisted,616,158,2,2
3,VIC,Higgins,215,18,South Yarra Central,Current,Melbourne Girls Grammer Junior School,100 Caroline Street, ,,SOUTH YARRA,VIC,3141,11526,Classroom,,Gate at school reception area at the north end of the school in Caroline Street,-37.8353,144.989,2260710,Assisted,1012,415,3,4
3,VIC,Higgins,215,18,Toorak,Current,Toorak Uniting Church,603 Toorak Rd, ,,TOORAK,VIC,3142,3945,,,Enter church hall through foyer area Entry from Toorak Rd,-37.8415,145.019,2261101,Assisted,2312,288,5,3
3,VIC,Higgins,215,18,Toorak Central,Current,Toorak Primary School,Canterbury Rd, ,,TOORAK,VIC,3142,3946,,,Major Entry: Corner Canterbury Rd and Sp ringfield Avenue,-37.845,145.01,2261008,Assisted,1613,173,4,2
3,VIC,Higgins,215,18,Toorak West,Current,"Geelong Grammar School, Toorak Campus",Douglas St, ,,TOORAK,VIC,3142,3947,,,Enter from Jackson Street,-37.839205,145.00932,2260605,Assisted,977,233,2,3
3,VIC,Higgins,215,18,Windsor,Current,Stonnington C of C and Community Rec Centre,61-71 McIlwrick St, ,,WINDSOR,VIC,3181,4689,, The Avenue,Front door at McIlwrick Street,-37.8561,144.997,2261605,Assisted,1230,182,3,2
3,VIC,Holt,216,19,Centre Road,Abolition,,,,,,,,36440,,,,,,0,,0,0,0,0
3,VIC,Holt,216,19,Coral Park,Current,Coral Park Primary School,Coral Dr, ,,HAMPTON PARK,VIC,3976,31050,,Basketball Courts,The school ground has two entrances. The main entrance used by electors is on Coral Dr by the basketball courts. The other entrance is off Coral Dr walking track.,-38.043,145.275,2341610,Assisted,2464,259,5,3
3,VIC,Holt,216,19,Courtney Gardens,Current,Courtenay Gardens Primary School,Rosebank Drive, ,,CRANBOURNE NORTH,VIC,3977,32372,,,Access to the gym from Rosebank Drive.,-38.0795,145.283,2340606,Assisted,3627,309,8,3
3,VIC,Holt,216,19,Cranbourne,Current,Cranbourne Primary School,Bakewell St, ,,CRANBOURNE,VIC,3977,3960,Gymnasium,Russell St,The entrance that is nearest to the poll ing place is via Russell St. There is also gate access via Bakewell S t.,-38.1122,145.289,2340406,Assisted,2806,410,6,4
3,VIC,Holt,216,19,Cranbourne East,Appointment,Cranbourne East Secondary College,50 Stately Dr,,,CRANBOURNE EAST,VIC,3977,64603,,,Enter from gates on Stately Drive,-38.10545,145.30578,2341901,Assisted,3000,410,6,4
3,VIC,Holt,216,19,Cranbourne Heights,Current,St Peter's College,Cranbourne-Frankston Road,,,CRANBOURNE,VIC,3977,47810,,Navarre Drive,Enter via Navarre Drive,-38.10947,145.25818,2342307,Assisted,1038,263,3,3
3,VIC,Holt,216,19,Cranbourne North,Abolition,Alkira Secondary College,15 Nurture Ave,,,CRANBOURNE NORTH,VIC,3977,47813,,,,,,0,,0,0,0,0
3,VIC,Holt,216,19,Cranbourne North (Holt),Appointment,Alkira Secondary College,15 Nurture Ave,,,CRANBOURNE NORTH,VIC,3977,47813,,,Pedestrian gates will be open on Nurture Ave.,-38.0731562,145.3089466,2341901,Assisted,3000,217,6,2
3,VIC,Holt,216,19,Cranbourne North East,Current,Cranbourne-Carlisle Primary School,15 Silky Oak Dr,,,CRANBOURNE,VIC,3977,47814,,,Springhill Drive provides access to the gate leading into the gym and the staff car park.,-38.08759,145.2893,2341922,Assisted,905,161,2,2
3,VIC,Holt,216,19,Cranbourne Park,Current,Cranbourne Park Primary School,1 Tucker St, ,,CRANBOURNE,VIC,3977,3961,,,From Tucker St near the Gymnasium or General Office.,-38.1044,145.277,2340401,Assisted,2252,265,5,3
3,VIC,Holt,216,19,Cranbourne West,Current,Cranbourne West Primary School,Duff Street, ,,CRANBOURNE,VIC,3977,11647,Gymnasium,,The school grounds has three entrances. The main entrance used by electors is on Duff St. The secondary entrance is on a walking track from Monahans Rd. The thir d entrance is for local pedestrians only  from Wallace Rd.,-38.102748,145.26827,2342303,Assisted,3592,439,8,4
3,VIC,Holt,216,19,Doveton,Appointment,Doveton College,62 Tristania St, ,,DOVETON,VIC,3177,65164,,,Enter via Tristania St.,-37.9904,145.244,2342206,Assisted,2490,200,5,2
3,VIC,Holt,216,19,Doveton North,Abolition,,,,,,,,4276,,,,,,0,,0,0,0,0
3,VIC,Holt,216,19,Doveton West,Current,Holy Family Parish,100 Power Road,,,DOVETON,VIC,3177,4277,,,Access via Power Road to the car park an d polling place,-37.99072,145.23809,2342209,Assisted,1348,186,3,2
3,VIC,Holt,216,19,Endeavour Hills,Current,James Cook Primary School,James Cook Dr,,,ENDEAVOUR HILLS,VIC,3802,4279,,,"The school grounds have several entrances. The main entrance is from the carpark in James Cook drive. There are numerous walkways, two from Daniel Solander drive. One walkway via Jones court and one via Simmonds place at the rear of the school. Slattery close.",-37.9787,145.246,2340708,None,2050,167,5,2
